gap_between_6star,LimitedBanner(6+0),SpecialBanner(6),SpecialBanner(1),LimitedBanner(1+0),StandardBanner(1+0)
57,427,496,15,44,65
67,645,649,55,188,167
55,827,480,15,66,106
39,683,428,75,9,45
8,483,546,105,30,62
17,426,582,117,31,70
27,536,660,109,54,84
58,471,178,128,128,15
27,705,307,50,53,56
5,598,443,21,18,139
14,701,495,101,22,68
30,404,273,33,43,51
58,887,445,88,57,141
16,611,231,54,145,57
14,323,519,63,10,17
44,784,262,29,35,58
4,827,284,38,13,26
19,680,275,49,134,80
9,395,403,53,60,67
11,628,730,17,41,260
21,694,431,57,13,150
13,466,345,11,129,73
64,490,254,43,185,238
54,745,415,57,233,58
17,785,384,3,1,55
59,653,329,41,37,186
3,458,410,26,59,14
34,416,507,188,154,51
23,633,643,34,35,19
11,552,320,37,3,71
21,923,368,52,73,150
53,538,492,83,134,1
20,327,312,69,215,125
57,490,517,58,214,52
57,664,230,5,9,33
63,417,488,55,182,97
36,546,375,64,42,10
5,595,146,14,109,137
58,210,569,161,2,61
3,347,273,23,39,123
60,628,576,117,144,15
5,595,548,22,188,71
56,528,351,9,112,114
17,300,311,34,22,169
53,292,582,59,114,7
55,642,299,6,117,126
56,357,195,42,241,264
28,743,298,4,156,68
19,1052,272,44,87,5
60,1173,334,57,142,103
57,806,539,114,63,8
50,686,398,15,62,85
56,248,382,58,47,46
58,427,277,12,54,77
56,523,327,74,131,56
45,460,524,81,110,157
37,776,550,1,72,100
26,308,755,19,115,1
24,653,175,60,108,126
1,373,403,68,63,109
23,352,193,124,117,36
56,487,208,51,38,175
44,1011,550,150,70,34
44,474,841,7,189,113
43,422,358,108,126,7
28,409,356,62,8,17
22,708,323,159,16,56
62,176,353,41,54,12
65,302,500,52,165,31
60,511,505,126,66,73
1,886,459,119,163,65
3,776,540,11,211,3
22,597,425,51,21,121
10,423,317,10,119,84
15,298,448,48,47,52
24,524,256,18,34,120
45,825,287,11,151,109
57,584,485,3,4,119
20,647,376,62,112,25
1,853,302,47,43,91
18,804,416,115,12,73
58,765,255,32,41,34
7,518,325,6,82,48
20,448,298,104,72,21
52,640,357,55,48,138
44,531,241,6,93,126
11,328,424,26,148,42
67,912,469,53,32,4
62,412,370,35,124,1
15,494,515,8,70,5
1,675,363,91,131,13
41,394,653,20,181,8
17,707,472,13,112,64
56,288,272,123,107,14
33,723,443,2,221,59
8,441,447,66,93,96
26,388,311,50,136,105
7,673,313,74,56,49
17,613,246,5,40,157
15,279,326,56,8,64
54,670,401,34,11,27
40,269,175,151,31,92
3,657,365,42,128,86
63,563,305,167,49,48
24,664,247,57,200,108
24,725,348,209,98,95
58,480,397,46,165,57
66,761,351,50,115,114
58,453,264,71,119,110
14,910,458,72,77,28
36,295,362,58,205,46
66,881,233,54,58,77
51,799,493,86,148,215
7,211,313,25,3,11
18,715,491,72,311,143
3,863,309,93,91,2
41,607,461,72,165,63
7,518,364,2,25,55
16,477,355,15,30,155
12,302,321,51,238,12
66,571,361,10,53,56
3,320,307,146,68,72
56,644,447,51,208,35
36,656,256,23,65,59
62,629,428,19,119,188
41,1280,462,27,53,52
53,1062,387,44,19,59
51,491,339,1,108,2
48,514,463,103,186,40
50,424,478,90,29,50
5,552,417,55,78,79
13,385,385,111,56,137
51,554,327,34,88,18
16,382,386,57,216,211
64,285,378,6,115,60
29,372,362,176,19,288
19,624,138,101,1,85
46,255,390,162,114,49
54,695,346,77,124,77
61,787,318,87,77,61
12,622,265,9,117,11
26,646,381,76,14,55
18,765,360,5,28,54
8,410,584,48,61,157
19,673,443,70,46,119
62,615,333,6,59,22
29,652,435,136,28,32
20,350,184,31,32,61
23,556,467,184,1,84
36,361,450,87,137,168
5,283,421,55,11,35
59,602,481,6,49,65
8,839,568,7,1,31
55,678,283,25,65,30
19,1072,303,64,58,11
21,458,235,99,68,10
56,990,320,125,5,52
59,479,578,50,56,67
13,395,382,3,49,63
16,557,414,124,28,11
58,880,360,46,92,144
13,789,559,102,107,68
3,618,511,58,110,9
33,712,476,44,37,7
18,440,331,5,115,64
56,518,472,12,12,15
31,623,576,53,97,17
29,1057,510,56,116,105
24,471,485,6,61,101
57,531,351,78,30,34
53,867,357,12,76,32
52,466,495,57,174,64
54,230,266,3,47,65
22,1004,540,57,27,76
49,742,310,37,201,13
57,589,365,56,258,221
14,789,402,8,13,10
38,854,452,32,35,42
60,832,279,120,29,276
53,888,376,32,79,14
19,430,682,54,19,141
7,496,545,71,28,168
39,710,402,148,21,64
16,1157,491,62,153,123
50,433,428,57,56,51
2,568,630,47,351,10
42,754,476,105,91,136
26,601,226,184,126,41
7,319,357,25,13,32
7,472,287,8,55,57
60,331,595,58,107,65
13,603,285,92,80,8
10,547,309,33,66,31
4,579,257,61,342,58
56,404,440,4,61,56
58,762,216,161,138,103
1,768,246,15,83,45
46,326,207,120,23,167
42,485,530,10,233,2
14,811,311,120,118,15
65,748,590,54,140,64
5,579,278,96,5,54
56,497,411,56,110,239
7,588,373,29,182,79
35,740,192,1,60,57
66,681,196,16,63,82
5,518,531,88,64,55
57,347,215,7,62,110
30,578,331,41,111,56
51,837,395,37,63,62
54,508,651,37,31,44
62,652,339,36,22,7
9,768,168,65,104,60
33,1065,394,122,5,60
61,585,339,54,123,5
60,396,450,50,232,148
65,393,436,50,58,89
18,848,489,10,92,13
6,720,431,83,5,57
1,859,553,161,57,60
7,510,481,17,256,115
21,549,349,79,62,94
30,309,553,3,5,30
57,783,489,60,126,76
57,792,641,194,99,58
1,665,399,87,37,59
5,253,478,177,61,71
37,564,486,55,137,109
17,297,304,27,18,154
29,505,441,12,4,66
33,654,481,34,156,82
8,667,232,74,441,54
17,465,374,45,41,117
48,612,270,168,58,119
57,440,301,10,230,59
52,969,327,50,98,249
24,383,401,57,4,6
15,477,348,5,67,54
2,476,397,57,155,53
15,486,421,3,376,68
31,471,136,61,193,149
27,403,523,79,12,1
40,836,294,39,47,34
48,536,419,54,46,6
54,802,152,204,40,11
10,836,265,63,11,50
57,1014,287,110,40,41
60,930,365,141,102,56
4,416,327,67,70,25
33,1028,317,12,66,51
14,620,358,42,153,64
62,711,473,57,223,12
54,572,397,51,55,111
56,413,425,118,117,17
57,726,289,71,35,56
12,561,415,9,187,53
59,405,321,19,60,75
57,446,203,21,146,155
24,870,379,12,110,60
37,488,514,59,241,55
7,538,193,50,271,51
10,504,340,10,91,93
31,481,319,19,63,42
50,209,494,16,46,58
10,1377,381,105,57,17
39,840,368,50,181,56
1,756,434,20,124,330
12,629,441,29,261,44
23,527,238,4,135,34
55,557,665,126,79,27
65,488,428,154,44,19
60,678,386,16,82,19
67,340,319,183,96,18
27,545,249,119,77,64
10,521,454,4,14,21
20,419,602,41,18,28
12,512,249,68,105,123
49,642,454,179,48,15
8,389,213,76,99,49
33,732,365,23,68,45
61,284,598,56,90,24
61,438,370,182,160,54
27,763,429,56,133,136
4,423,484,121,177,10
56,342,494,145,63,61
70,387,560,59,210,48
4,576,291,39,125,7
19,697,375,164,32,132
57,471,338,114,69,121
48,495,290,178,166,61
19,693,399,56,66,87
26,555,457,6,123,62
2,470,331,156,58,91
15,915,391,153,45,37
22,213,558,83,42,4
8,470,502,60,45,13
1,372,416,87,13,76
24,356,264,54,99,66
21,904,396,62,8,125
54,733,371,122,164,93
56,887,528,18,66,19
37,249,356,36,80,3
20,646,384,21,109,58
17,489,406,57,6,54
59,775,254,17,72,58
14,364,475,62,152,38
33,703,324,54,66,61
10,355,375,51,105,10
22,921,434,111,20,81
37,437,315,52,234,105
65,491,500,69,105,63
61,594,371,166,48,87
29,639,455,71,38,149
51,513,489,37,84,3
37,455,426,52,64,130
19,466,481,3,197,52
18,548,406,57,79,33
58,490,447,20,118,79
4,313,561,36,644,21
57,766,190,56,19,63
58,422,418,82,76,123
2,386,486,30,28,327
59,371,709,53,230,63
30,972,356,47,61,69
38,896,434,15,38,61
42,837,348,138,56,16
51,379,628,62,26,27
56,433,492,64,67,52
15,751,459,195,65,51
66,625,348,189,7,60
39,363,404,1,57,85
56,460,427,185,18,52
33,511,510,30,36,52
57,787,313,57,58,117
7,395,522,151,233,196
44,545,571,166,23,10
39,421,480,142,8,7
66,430,504,179,63,28
46,701,136,106,112,103
8,331,447,2,167,104
7,903,219,208,413,87
36,450,385,41,60,178
29,789,437,148,58,158
52,499,469,55,77,56
15,1114,583,51,56,157
27,575,530,43,19,48
7,586,407,182,87,54
37,543,334,101,72,104
44,637,563,65,103,71
39,637,489,167,195,54
5,476,296,107,44,28
49,384,234,45,189,81
9,617,230,62,56,149
63,842,328,70,71,100
30,630,467,84,12,81
16,573,301,15,99,39
59,568,322,56,61,54
50,484,404,139,78,190
57,357,320,68,107,96
52,722,565,51,79,148
1,449,346,141,55,57
27,493,284,57,146,175
18,848,463,17,118,107
57,484,497,58,21,72
20,453,507,26,47,123
55,521,226,80,79,83
51,418,430,67,85,84
24,538,351,152,43,321
54,331,453,109,37,47
56,672,200,150,147,108
60,458,272,74,423,62
6,360,321,178,272,118
64,842,186,61,60,146
1,522,465,58,46,1
30,489,229,55,214,86
23,497,378,175,272,66
19,1356,460,12,284,16
4,349,288,14,469,25
15,513,223,51,123,118
19,636,423,19,34,30
2,395,390,71,14,46
61,592,335,150,184,55
16,495,429,2,25,25
61,725,555,125,111,135
1,635,544,52,62,72
59,565,240,33,77,61
18,578,839,97,53,62
54,492,645,10,90,65
62,630,452,137,23,110
4,775,310,61,137,5
14,352,287,123,145,7
54,681,919,15,106,10
45,430,362,71,9,170
8,695,410,114,70,109
35,545,544,169,79,118
8,715,479,8,274,89
18,631,252,126,4,61
32,308,312,151,210,15
59,437,603,114,186,57
33,922,320,68,96,53
26,250,400,5,53,72
62,632,289,103,25,13
62,393,173,8,171,23
56,379,384,85,71,4
7,830,431,46,57,26
25,632,384,77,63,41
64,353,690,56,228,35
30,749,412,157,231,41
57,670,391,101,52,77
16,591,305,1,20,52
55,560,340,126,108,55
11,608,514,109,96,16
51,280,238,36,121,32
44,409,362,170,115,51
18,573,405,6,187,98
65,485,594,34,71,20
27,782,553,113,54,119
38,357,338,7,126,85
12,728,610,17,118,46
55,549,531,56,110,44
68,658,340,12,70,27
34,713,462,31,60,31
20,296,551,73,58,18
57,850,319,65,168,63
20,298,388,3,227,15
3,461,290,121,15,14
27,1025,322,84,48,49
14,452,428,52,25,18
64,1081,460,120,53,34
57,498,471,109,268,15
56,560,375,119,55,127
10,545,333,25,106,29
61,475,250,91,5,61
2,529,376,73,36,159
54,473,452,34,27,76
57,864,486,48,162,58
69,639,348,21,5,58
61,622,330,138,98,123
2,773,606,126,66,82
61,702,663,42,96,37
15,530,433,4,405,115
23,519,461,1,143,54
60,874,453,5,11,120
50,425,270,13,26,64
61,497,283,8,122,55
21,1074,445,64,114,46
28,682,359,14,16,52
4,383,353,59,177,13
60,430,571,96,26,41
66,542,601,105,137,115
2,648,254,49,103,64
36,556,390,157,172,58
6,430,284,53,186,54
32,884,502,39,67,78
23,881,653,92,137,32
31,600,356,86,66,38
55,604,575,48,86,9
21,370,310,108,56,10
51,441,337,95,1,58
10,454,313,57,56,88
5,357,294,114,48,11
3,730,327,110,31,35
4,652,311,28,10,25
1,750,396,46,63,54
55,525,377,77,6,186
29,595,356,173,458,56
60,620,478,43,46,60
57,543,338,11,133,58
6,540,403,143,48,65
49,570,632,2,189,281
8,803,547,63,53,10
21,535,447,55,60,35
19,340,585,155,268,15
59,536,205,13,68,60
58,578,298,56,303,20
59,763,423,72,308,145
32,647,403,35,50,37
36,486,371,59,65,274
62,366,1071,176,85,24
52,333,281,13,222,163
61,1366,416,52,6,52
54,641,356,59,108,70
25,560,374,2,16,65
62,834,317,40,116,74
21,473,557,50,194,15
3,1175,544,79,109,49
8,800,288,137,80,46
58,307,279,18,30,62
55,728,634,150,54,39
62,730,448,62,24,113
15,597,309,60,57,59
27,807,561,195,136,173
3,313,512,94,13,18
57,622,317,85,146,50
15,597,199,49,67,117
24,289,538,77,60,59
23,487,388,61,95,60
4,837,584,11,87,54
21,555,600,55,85,62
48,746,304,54,18,164
2,1110,524,157,217,70
34,978,400,120,119,22
59,301,530,22,192,123
53,581,273,32,228,88
56,758,294,61,155,77
53,583,447,84,188,72
52,582,285,154,269,53
58,358,381,15,135,119
54,708,194,35,26,20
35,447,397,65,66,67
54,338,346,31,42,59
62,310,260,30,138,22
61,410,276,11,120,109
5,480,465,10,113,52
12,409,411,52,141,40
15,650,340,67,54,156
68,624,301,63,225,89
52,225,309,11,42,16
7,1066,236,144,55,36
3,433,297,68,91,3
50,587,424,9,17,60
7,796,279,7,148,27
9,279,297,64,62,56
54,353,292,15,17,9
3,612,417,17,18,60
57,312,655,105,317,7
55,253,428,101,69,1
62,208,316,34,152,145
21,831,326,32,31,190
15,818,311,64,317,95
2,437,403,65,44,57
62,677,394,76,53,89
26,629,451,13,77,18
5,265,438,160,36,144
20,287,513,62,52,57
32,365,415,10,19,121
58,659,523,42,235,46
51,474,438,157,116,100
6,459,310,120,82,67
1,648,360,14,322,60
54,323,393,141,240,8
57,524,415,168,94,57
57,552,396,65,57,61
10,516,433,123,247,32
13,926,170,51,56,78
42,778,392,10,1,23
9,255,438,136,36,65
53,835,283,41,49,122
10,339,466,32,78,83
60,444,652,57,52,63
52,436,482,65,76,80
53,499,484,8,1,42
55,308,434,31,132,53
57,722,580,58,115,37
39,501,424,56,319,57
48,433,443,103,136,56
59,671,382,45,120,136
61,303,224,167,144,54
12,475,406,2,129,23
58,261,519,15,353,53
4,422,290,64,126,70
35,373,456,54,54,55
6,1052,177,160,214,58
1,550,347,80,124,59
58,794,373,79,25,47
60,576,552,57,98,13
21,722,375,82,75,93
57,398,539,55,72,44
41,893,351,110,166,73
26,785,572,56,100,40
59,619,315,62,115,125
4,716,243,44,35,105
59,715,496,7,236,62
58,327,698,60,86,65
59,405,420,60,60,120
56,651,299,5,158,31
58,620,384,148,120,53
12,736,598,89,62,127
54,324,359,13,255,156
56,601,439,57,181,30
64,794,339,60,448,42
20,582,464,115,114,16
56,557,282,94,211,167
59,485,310,30,103,52
18,323,736,76,43,3
38,499,158,58,76,26
60,395,545,59,10,88
44,724,305,71,22,1
14,324,252,109,36,34
64,420,416,154,56,34
2,409,664,67,54,53
39,425,218,82,50,53
40,495,373,54,120,123
7,753,420,117,33,22
20,1091,404,119,65,2
15,370,336,59,11,88
29,969,632,189,105,36
20,597,521,61,33,137
23,626,410,6,143,96
22,491,352,54,56,278
43,922,587,53,76,1
27,365,609,68,67,148
60,705,361,149,1,17
18,221,299,1,76,107
51,562,673,34,67,7
7,557,319,6,40,112
32,439,439,11,11,4
4,286,318,50,55,55
27,616,420,41,74,137
19,246,737,56,54,47
41,543,416,25,56,17
60,355,275,51,51,32
62,402,382,64,175,72
44,463,445,12,99,57
5,507,387,111,78,44
57,877,646,17,140,67
56,694,497,56,218,4
38,563,540,53,387,14
17,521,308,75,113,111
51,564,452,155,208,305
9,754,467,61,428,34
43,388,222,55,176,28
26,567,326,51,89,103
59,737,206,93,4,64
62,1141,446,42,143,52
55,667,395,58,56,78
57,554,309,17,301,180
5,623,348,56,68,123
67,962,652,185,61,328
24,882,451,146,227,102
62,1414,444,43,30,59
47,628,399,34,2,97
12,357,414,27,207,58
53,750,296,19,99,39
57,323,275,19,174,69
3,549,408,18,97,56
59,292,592,64,272,55
26,282,375,21,73,63
10,1012,413,28,265,90
36,629,260,123,47,163
11,315,494,15,34,18
3,616,225,49,160,15
62,531,294,45,154,28
44,680,543,24,58,78
3,537,329,54,104,117
55,604,146,136,10,58
51,501,507,10,293,121
57,477,545,61,19,22
57,342,545,48,132,118
56,608,621,7,2,6
28,788,558,132,135,6
51,400,375,121,29,64
22,500,665,61,16,55
60,528,447,87,106,84
54,526,281,62,57,112
34,507,422,91,12,32
68,715,457,37,28,50
14,316,314,4,138,17
68,785,471,13,228,235
31,749,477,76,21,57
2,730,438,66,53,12
1,708,324,125,8,24
20,414,279,93,185,26
58,321,368,19,4,40
54,822,209,3,219,56
17,528,383,58,319,59
3,810,377,54,18,17
60,635,312,58,185,34
3,622,387,38,93,112
39,435,277,61,16,57
57,641,404,10,13,6
59,608,454,81,30,98
21,736,276,105,197,88
37,291,193,63,122,70
2,606,401,87,36,31
29,485,328,149,93,1
40,794,454,3,510,120
60,762,165,130,25,306
54,504,526,52,12,1
52,352,362,33,15,104
54,581,579,79,287,114
33,680,208,21,41,19
2,597,411,63,37,3
8,514,407,123,184,22
50,331,202,152,115,193
36,310,522,176,172,228
4,576,500,63,119,59
18,316,312,69,42,10
59,516,369,61,258,55
34,264,429,16,134,47
19,496,315,27,245,94
52,381,584,52,114,32
34,574,424,51,48,58
67,511,326,60,39,54
40,696,669,85,90,16
52,546,292,52,59,25
62,905,452,52,223,84
1,896,520,117,104,51
4,561,192,184,130,20
18,759,377,13,96,60
52,803,405,10,57,109
63,627,257,7,14,53
44,318,460,28,169,144
55,575,398,103,119,120
57,669,221,104,4,5
55,629,355,87,53,53
45,115,405,178,72,63
23,433,123,159,55,103
55,286,388,57,62,42
55,381,486,157,89,58
55,1032,251,49,8,8
1,831,464,54,28,19
1,854,482,104,76,129
58,683,399,71,42,62
1,877,574,54,50,3
54,476,591,28,64,56
63,554,229,81,64,21
30,608,251,149,63,95
53,707,391,100,92,87
42,199,662,81,67,72
2,421,376,39,30,38
13,950,380,54,79,122
58,470,160,190,64,38
55,464,454,97,72,89
66,624,347,148,36,192
37,384,495,57,13,52
22,496,358,175,171,51
31,766,487,108,62,75
12,353,450,72,112,60
5,927,529,123,164,30
10,753,511,83,70,289
21,450,675,84,59,134
54,598,261,153,45,61
10,650,300,169,14,56
23,447,728,47,21,76
53,514,479,108,200,16
37,577,336,62,22,43
22,402,366,118,14,27
44,735,422,146,34,55
36,800,259,1,191,74
56,428,461,86,51,58
55,787,573,66,93,82
11,445,373,16,132,7
24,659,415,25,54,101
32,486,677,118,90,63
55,1047,490,30,36,216
57,825,165,46,116,57
57,673,288,55,203,85
42,704,198,25,135,19
38,641,492,135,190,5
17,590,230,72,8,277
50,567,501,61,53,177
42,525,284,62,113,47
11,1550,552,65,51,105
13,468,331,110,24,31
27,303,470,5,162,60
17,444,630,7,105,10
46,498,190,10,363,117
55,374,279,170,60,62
32,599,371,110,29,17
49,660,363,118,20,88
3,587,264,89,88,55
56,437,414,61,13,46
14,427,568,15,117,84
52,763,386,57,116,47
45,851,567,53,111,312
67,634,194,72,34,240
8,690,342,13,66,148
7,533,473,23,107,53
9,264,475,4,56,53
9,803,404,26,59,1
22,382,380,41,57,34
58,544,324,35,42,84
19,784,430,41,37,34
26,674,345,77,54,87
14,1246,422,52,7,22
50,530,349,55,57,2
52,703,328,16,218,15
32,626,481,32,100,132
17,432,327,51,24,17
55,303,430,98,36,111
11,948,267,20,56,5
35,333,605,119,232,71
11,525,236,85,60,39
60,637,543,46,15,58
21,691,360,44,39,19
56,625,459,27,26,50
57,828,324,31,58,81
2,607,368,18,43,114
29,803,372,63,48,277
18,689,520,15,101,101
6,485,433,14,139,68
61,903,629,49,56,40
26,802,190,18,51,22
52,487,379,34,54,4
17,439,477,15,11,17
26,382,778,127,56,105
34,833,445,29,146,74
9,422,407,61,71,3
35,615,340,159,126,57
14,696,442,77,96,69
23,599,439,58,88,78
56,218,368,58,51,18
24,729,419,123,35,52
64,621,211,82,120,58
27,650,269,37,49,20
68,668,403,115,33,39
18,968,332,54,183,251
4,989,224,120,61,51
17,368,502,64,262,3
10,492,581,55,268,55
57,444,462,46,113,22
3,546,391,52,172,50
45,476,298,13,1,16
6,1048,388,41,11,53
1,1249,410,115,19,86
22,687,262,64,104,57
41,688,354,58,16,46
60,510,674,54,25,54
58,1112,295,78,13,33
37,175,205,32,417,15
38,410,436,38,42,7
25,540,295,9,63,54
67,749,697,10,110,59
29,475,346,58,72,47
5,890,268,88,394,62
19,542,417,11,99,122
52,546,347,35,158,64
14,422,397,25,51,228
8,608,176,54,161,204
59,301,373,186,47,61
60,523,702,57,60,55
12,826,351,60,220,33
16,1556,234,58,353,35
2,927,271,65,58,57
14,817,349,166,58,77
59,275,604,116,135,55
59,580,321,10,265,4
7,563,496,35,11,43
45,628,505,15,177,60
61,439,407,60,116,185
34,306,273,20,57,55
3,204,595,145,97,60
5,708,186,37,57,120
52,494,394,179,60,21
56,397,305,96,227,194
56,686,277,24,106,58
58,166,621,163,261,53
59,613,231,53,92,62
15,381,559,70,134,11
12,794,535,65,114,11
37,699,382,74,51,118
11,687,610,15,28,20
20,427,210,49,55,59
43,373,447,46,63,51
43,546,648,62,10,45
47,797,224,39,24,114
53,564,445,113,26,19
45,436,202,59,58,30
2,372,307,173,24,174
26,752,346,19,62,106
58,644,199,50,110,91
4,374,190,117,119,8
62,598,481,59,25,57
2,664,743,60,20,11
46,556,467,54,240,1
11,778,300,62,158,35
56,460,758,164,13,86
67,955,459,71,98,30
17,892,231,22,95,115
48,416,550,123,63,114
56,676,157,88,150,38
61,879,360,77,142,62
53,454,382,72,130,135
6,562,482,53,190,20
56,472,460,119,189,55
35,686,286,20,284,150
4,688,787,67,59,59
57,1042,411,59,36,113
25,647,464,22,122,6
17,766,298,109,272,51
15,578,293,52,8,59
54,570,368,40,146,3
19,850,512,156,23,19
39,365,390,90,147,51
59,501,256,16,100,35
66,511,430,36,114,181
34,457,184,3,59,6
61,946,570,60,64,29
21,361,467,27,100,179
31,470,493,56,243,73
41,1007,433,9,75,17
14,1085,270,60,35,54
2,621,274,7,127,62
61,820,494,1,10,1
24,613,366,145,10,37
45,703,237,190,238,108
5,519,568,1,10,9
10,332,350,94,60,64
48,486,408,57,58,18
3,1007,405,89,55,28
27,469,431,18,54,102
54,995,496,144,154,57
53,357,388,57,103,24
55,433,302,121,214,15
10,530,450,46,149,7
5,353,460,100,23,10
7,634,280,67,149,118
61,350,523,60,52,21
31,875,522,8,34,52
5,497,621,57,7,89
59,534,510,61,178,106
54,895,264,32,264,3
37,931,517,78,81,9
5,433,387,23,59,58
3,850,216,65,118,52
32,840,521,122,110,87
8,407,522,83,98,53
21,1138,196,63,305,4
53,330,445,80,19,93
14,461,575,42,62,34
56,576,311,53,53,12
55,503,410,37,76,26
2,848,415,57,202,5
60,529,481,56,144,62
54,613,336,136,49,230
58,245,377,54,76,26
61,402,420,23,58,150
42,805,272,53,161,123
61,779,420,70,126,54
1,440,427,55,168,56
37,549,380,58,38,100
54,639,399,59,122,116
53,604,315,47,113,38
18,497,469,13,125,22
56,449,422,93,1,113
58,590,398,44,451,68
29,557,178,73,108,23
10,563,326,40,6,53
54,652,488,125,139,123
13,417,367,105,209,101
62,579,218,62,104,153
56,510,481,65,295,58
11,824,505,120,74,35
31,780,406,31,144,65
43,195,360,53,440,55
5,562,314,127,76,60
61,740,273,156,160,53
56,676,236,31,86,41
8,647,268,42,58,232
32,392,185,16,66,56
4,466,338,167,12,71
60,873,391,53,146,103
54,419,316,3,163,128
43,422,242,26,23,62
25,597,348,88,155,110
4,352,491,1,85,104
49,410,417,34,88,7
21,490,532,34,108,111
26,570,269,53,80,53
4,629,282,53,7,169
8,810,299,123,40,10
18,258,497,22,80,53
37,516,315,2,352,39
42,724,283,88,27,13
2,458,590,36,133,190
59,549,429,137,67,69
58,530,345,96,126,27
46,727,417,151,41,50
21,400,446,128,66,49
5,227,445,1,5,9
65,702,443,148,83,44
21,669,314,17,40,56
40,1181,314,107,73,6
43,972,378,7,161,62
9,578,292,112,52,191
9,826,582,4,52,65
44,804,441,55,88,6
1,642,419,137,50,58
21,517,207,47,164,87
52,288,325,17,23,116
54,596,223,32,140,60
57,1169,190,72,103,97
62,414,248,57,131,51
14,456,264,44,15,26
53,383,308,67,86,146
45,603,494,4,208,68
22,534,330,14,302,35
11,338,550,111,127,130
1,213,564,175,18,68
17,624,501,131,116,40
53,506,423,33,135,156
2,1064,314,28,117,56
9,599,509,103,473,17
4,420,495,64,108,118
40,682,244,52,97,18
43,711,662,78,248,27
41,383,393,152,36,57
59,303,274,29,54,42
25,310,357,123,7,27
1,347,373,171,20,3
52,544,271,158,185,110
28,375,515,102,56,68
22,572,593,59,92,58
19,430,326,97,51,172
55,565,380,58,191,84
28,321,157,39,3,55
46,495,376,69,80,79
43,703,590,56,205,62
1,888,209,55,42,44
31,497,358,63,59,48
47,410,496,90,58,113
43,359,279,163,99,60
14,570,276,19,48,26
56,988,423,15,3,67
13,459,235,28,12,110
61,369,258,78,95,117
10,584,498,117,173,13
51,710,280,58,60,53
64,622,408,121,46,48
15,553,488,22,204,117
64,776,501,118,14,25
51,531,255,6,183,188
61,1029,442,6,39,64
17,930,515,64,393,41
30,621,583,55,62,38
37,768,259,84,51,30
9,618,192,112,167,72
63,824,288,32,169,32
5,550,211,50,59,72
21,1021,449,17,63,50
7,380,469,185,91,45
52,280,401,51,136,56
7,687,477,57,92,166
32,415,356,12,95,345
7,428,309,24,201,27
8,595,338,26,5,108
34,339,449,40,63,20
13,532,189,56,101,61
61,407,203,59,58,65
56,555,306,17,57,74
59,440,338,34,103,66
59,413,454,112,52,201
12,960,390,57,15,120
1,982,346,6,35,117
54,517,247,98,61,52
60,962,255,88,48,40
1,282,385,70,71,6
9,506,346,31,142,115
5,946,343,1,110,24
57,593,186,120,75,5
62,357,503,193,115,110
54,620,286,114,57,27
55,960,428,105,167,64
50,789,370,114,97,77
17,708,331,19,285,39
43,363,638,3,35,81
59,541,543,22,18,51
1,956,385,185,251,133
56,700,458,9,45,78
14,692,477,169,143,117
29,235,181,60,161,13
1,736,361,59,102,72
57,518,599,10,58,169
2,562,314,55,86,121
55,707,324,47,18,70
1,482,384,94,58,78
27,617,413,32,56,64
55,593,565,58,57,18
36,500,294,54,60,58
53,240,413,16,75,113
22,582,477,25,114,89
51,541,603,84,53,20
48,519,363,51,12,234
58,260,440,20,17,31
60,601,488,60,180,62
25,326,240,109,227,123
8,693,640,53,83,94
57,497,255,144,160,4
26,436,371,120,125,79
57,992,519,5,39,64
37,727,206,53,116,40
2,547,482,63,199,6
7,489,221,103,61,82
13,399,217,42,44,11
26,596,347,58,65,51
54,468,295,8,62,80
25,775,443,19,91,12
17,655,530,129,211,8
21,334,398,62,156,54
28,414,455,3,54,129
53,480,372,56,38,108
72,459,811,21,15,60
12,742,233,95,5,230
16,533,488,87,43,55
29,269,611,72,57,54
21,1305,222,38,109,172
35,400,365,122,74,150
16,352,412,38,287,58
49,1049,386,89,52,66
56,653,421,172,45,50
6,267,192,21,16,212
14,404,261,52,180,201
21,700,291,51,127,48
38,862,394,75,178,44
36,841,221,60,112,38
34,819,385,30,88,88
26,598,439,190,94,62
1,1016,352,100,50,76
60,592,489,134,68,153
24,507,659,61,78,1
24,625,121,56,138,202
26,575,498,76,62,49
7,214,201,16,128,51
9,296,406,43,136,111
11,434,637,27,133,59
36,401,332,55,62,16
20,506,691,74,108,54
23,740,415,58,214,109
53,489,451,82,1,87
46,561,317,7,146,114
34,504,376,101,171,121
44,672,202,63,15,166
31,457,164,156,59,27
17,915,255,61,51,201
63,472,386,57,108,2
8,436,284,85,42,25
60,322,309,19,22,29
53,323,173,5,57,58
62,1123,280,168,62,31
14,184,355,110,72,193
57,629,498,177,44,174
56,686,508,48,56,114
52,877,491,105,55,154
13,388,347,31,100,30
54,411,382,60,67,73
4,882,433,10,67,1
45,628,356,117,63,15
33,814,612,62,86,150
10,602,387,17,153,87
38,587,669,88,159,152
2,776,349,55,115,41
55,314,639,46,6,58
7,345,510,84,36,36
35,706,246,47,193,101
33,534,496,210,59,15
57,615,412,103,77,13
56,405,311,180,24,20
5,391,204,60,93,66
57,510,240,148,73,95
8,561,492,53,6,27
60,387,331,53,442,86
25,490,363,1,41,15
49,973,380,34,118,19
37,525,470,84,58,7
1,584,630,34,161,49
37,1087,282,87,52,16
